"Pclass","SibSp","Parch","Survived","Sex","Age","Fare","Embarked","Price","FamilySize","Child","AgeInterval"
"1",1,0,"1","female",52,78.2667,"C",39.13335,2,"0","4"
"1",1,0,"1","male",48,52,"S",26,2,"0","4"
"1",1,0,"0","male",18,108.9,"C",54.45,2,"0","3"
"1",1,1,"1","male",37,52.5542,"S",26.2771,3,"0","3"
"1",1,1,"1","female",39,79.65,"S",26.55,3,"0","3"
"1",1,1,"0","male",70,71,"S",35.5,3,"0","5"
"1",1,1,"0","male",52,79.65,"S",26.55,3,"0","4"
"1",1,1,"1","female",45,164.8667,"S",82.43335,3,"0","4"
"1",1,1,"0","male",49,110.8833,"C",27.720825,3,"0","4"
"1",1,1,"1","female",40,134.5,"C",67.25,3,"0","4"
"1",1,1,"1","female",39,110.8833,"C",27.720825,3,"0","3"
"1",1,1,"1","male",60,79.2,"C",79.2,3,"0","5"
"1",1,1,"1","female",39,83.1583,"C",83.1583,3,"0","3"
"1",1,1,"1","female",52,93.5,"S",46.75,3,"0","4"
"1",1,1,"1","female",47,52.5542,"S",26.2771,3,"0","4"
"1",1,2,"1","female",36,120,"S",30,4,"0","3"
"1",1,2,"1","female",14,120,"S",30,4,"0","2"
"1",1,2,"1","male",11,120,"S",30,4,"0","1"
"1",1,2,"1","male",0.92,151.55,"S",37.8875,4,"1","1"
"1",1,2,"0","female",25,151.55,"S",37.8875,4,"0","3"
"1",1,2,"0","female",2,151.55,"S",37.8875,4,"1","1"
"1",1,2,"1","male",36,120,"S",30,4,"0","3"
"1",1,4,"0","male",64,263,"S",65.75,6,"0","5"
"1",2,0,"1","male",50,133.65,"S",66.825,3,"0","4"
"1",2,0,"1","female",53,51.4792,"S",51.4792,3,"0","4"
"1",2,0,"0","male",44,90,"Q",45,3,"0","4"
"1",2,2,"1","female",18,262.375,"C",131.1875,5,"0","3"
"1",2,2,"1","female",21,262.375,"C",131.1875,5,"0","3"
"1",3,2,"0","male",19,263,"S",65.75,6,"0","3"
"1",3,2,"1","female",24,263,"S",65.75,6,"0","3"
"1",3,2,"1","female",23,263,"S",65.75,6,"0","3"
"2",0,0,"0","male",36,12.875,"C",12.875,1,"0","3"
"2",0,0,"1","female",50,10.5,"S",10.5,1,"0","4"
"2",0,0,"0","male",18,13,"S",13,1,"0","3"
"2",0,0,"0","male",34,13,"S",13,1,"0","3"
"2",0,0,"0","male",33,12.275,"S",12.275,1,"0","3"
"2",0,0,"0","male",52,13,"S",6.5,1,"0","4"
"2",0,0,"0","male",18,73.5,"S",14.7,1,"0","3"
"2",0,0,"1","female",40,15.75,"S",15.75,1,"0","4"
"2",0,0,"1","female",40,13,"S",13,1,"0","4"
"2",0,0,"1","male",31,13.8625,"C",13.8625,1,"0","3"
"2",0,0,"1","female",30,13,"S",13,1,"0","3"
"2",0,0,"1","female",28,13,"S",13,1,"0","3"
"2",0,0,"0","male",29,10.5,"S",10.5,1,"0","3"
"2",0,0,"0","male",27,26,"S",26,1,"0","3"
"2",0,0,"0","male",27,13,"S",13,1,"0","3"
"2",0,0,"1","female",55,16,"S",16,1,"0","5"
"2",0,0,"0","male",39,13,"S",13,1,"0","3"
"2",0,0,"0","male",30,10.5,"S",10.5,1,"0","3"
"2",0,0,"1","female",42,13,"S",13,1,"0","4"
"2",0,0,"0","male",27,13,"S",13,1,"0","3"
"2",0,0,"0","male",30,13,"S",13,1,"0","3"
"2",0,0,"0","male",42,13,"S",13,1,"0","4"
"2",0,0,"1","female",30,33,"S",11,1,"0","3"
"2",0,0,"0","male",25,13,"S",13,1,"0","3"
"2",0,0,"0","male",30,13,"S",13,1,"0","3"
"2",0,0,"1","male",42,13,"S",13,1,"0","4"
"2",0,0,"0","male",47,15,"S",15,1,"0","4"
"2",0,0,"0","male",34,13,"S",6.5,1,"0","3"
"2",0,0,"1","female",30,12.35,"Q",12.35,1,"0","3"
"2",0,0,"0","male",23,0,"S",0,1,"0","3"
"2",0,0,"0","male",70,10.5,"S",10.5,1,"0","5"
"2",0,0,"0","male",28,13.5,"S",13.5,1,"0","3"
"2",0,0,"0","male",16,26,"S",13,1,"0","2"
"2",0,0,"1","female",36,13,"S",13,1,"0","3"
"2",0,0,"0","male",52,13.5,"S",13.5,1,"0","4"
"2",0,0,"0","male",35,0,"S",0,1,"0","3"
"2",0,0,"0","male",30,13,"S",13,1,"0","3"
"2",0,0,"1","male",34,13,"S",13,1,"0","3"
"2",0,0,"1","female",35,21,"S",21,1,"0","3"
"2",0,0,"0","male",22,0,"S",0,1,"0","3"
"2",0,0,"1","female",34,13,"S",13,1,"0","3"
"2",0,0,"0","male",57,12.35,"Q",12.35,1,"0","5"
"2",0,0,"0","male",23,0,"S",0,1,"0","3"
"2",0,0,"1","female",50,10.5,"S",10.5,1,"0","4"
"2",0,0,"1","male",19,10.5,"S",10.5,1,"0","3"
"2",0,0,"1","female",28,13,"S",13,1,"0","3"
"2",0,0,"0","male",19,10.5,"S",10.5,1,"0","3"
"2",0,0,"1","female",21,10.5,"S",10.5,1,"0","3"
"2",0,0,"1","male",19,13,"S",13,1,"0","3"
"2",0,0,"0","male",26,10.5,"S",10.5,1,"0","3"
"2",0,0,"1","female",23,13.7917,"C",13.7917,1,"0","3"
"2",0,0,"0","male",32,10.5,"S",10.5,1,"0","3"
"2",0,0,"0","male",48,13,"S",13,1,"0","4"
"2",0,0,"0","male",66,10.5,"S",10.5,1,"0","5"
"2",0,0,"0","male",21,73.5,"S",14.7,1,"0","3"
"2",0,0,"0","male",25,13,"S",13,1,"0","3"
"2",0,0,"0","male",23,13,"S",13,1,"0","3"
"2",0,0,"0","male",23,10.5,"S",10.5,1,"0","3"
"2",0,0,"0","male",59,13.5,"S",13.5,1,"0","5"
"2",0,0,"0","male",23,13,"S",13,1,"0","3"
"2",0,0,"1","female",45,13.5,"S",13.5,1,"0","4"
"2",0,0,"0","male",18,11.5,"S",11.5,1,"0","3"
"2",0,0,"0","male",23,13,"S",13,1,"0","3"
"2",0,0,"0","male",28,10.5,"S",10.5,1,"0","3"
"2",0,0,"0","male",36,13,"S",13,1,"0","3"
"2",0,0,"0","male",24,13,"S",13,1,"0","3"
"2",0,0,"0","male",54,26,"S",13,1,"0","4"
"2",0,0,"0","male",23,0,"S",0,1,"0","3"
"2",0,0,"0","male",34,15.05,"C",15.05,1,"0","3"
"2",0,0,"1","male",31,13,"S",13,1,"0","3"
"2",0,0,"0","male",23,15.0458,"C",15.0458,1,"0","3"
"2",0,0,"0","male",54,0,"S",0,1,"0","4"
"2",0,0,"1","female",24,13,"S",13,1,"0","3"
"2",0,0,"0","male",24,10.5,"S",10.5,1,"0","3"
"2",0,0,"1","female",19,26,"S",13,1,"0","3"
"2",0,0,"0","male",39,26,"S",13,1,"0","3"
"2",0,0,"0","male",36,10.5,"S",10.5,1,"0","3"
"2",0,0,"0","male",31,10.5,"S",10.5,1,"0","3"
"2",0,0,"1","female",27,10.5,"S",10.5,1,"0","3"
"2",0,0,"0","female",57,10.5,"S",5.25,1,"0","5"
"2",0,0,"1","female",32,13,"S",13,1,"0","3"
"2",0,0,"0","male",50,13,"S",13,1,"0","4"
"2",0,0,"1","female",34,10.5,"S",10.5,1,"0","3"
"2",0,0,"0","male",18,11.5,"S",11.5,1,"0","3"
"2",0,0,"1","female",36,13,"S",13,1,"0","3"
"2",0,0,"1","female",17,10.5,"S",10.5,1,"0","2"
"2",0,0,"0","male",25,13,"S",13,1,"0","3"
"2",0,0,"1","male",62,10.5,"S",10.5,1,"0","5"
"2",0,0,"0","female",38,13,"S",13,1,"0","3"
"2",0,0,"1","female",32.5,13,"S",13,1,"0","3"
"2",0,0,"0","male",39,13,"S",13,1,"0","3"
"2",0,0,"0","male",16,10.5,"S",5.25,1,"0","2"
"2",0,0,"0","male",19,13,"S",13,1,"0","3"
"2",0,0,"0","male",28,13,"S",13,1,"0","3"
"2",0,0,"1","female",44,12.35,"Q",12.35,1,"0","4"
"2",0,0,"0","male",46,26,"S",13,1,"0","4"
"2",0,0,"0","male",54,14,"S",14,1,"0","4"
"2",0,0,"0","male",51,12.525,"S",12.525,1,"0","4"
"2",0,0,"1","female",29,10.5,"S",10.5,1,"0","3"
"2",0,0,"0","male",35,10.5,"S",10.5,1,"0","3"
"2",0,0,"0","female",24,13,"S",13,1,"0","3"
"2",0,0,"1","female",17,12,"C",12,1,"0","2"
"2",0,0,"1","female",28,12.65,"S",12.65,1,"0","3"
"2",0,0,"0","male",35,26,"S",13,1,"0","3"
"2",0,1,"1","female",13,19.5,"S",9.75,2,"0","2"
"2",0,1,"1","female",18,23,"S",11.5,2,"0","3"
"2",0,1,"1","female",25,26,"S",13,2,"0","3"
"2",0,1,"1","female",6,33,"S",11,2,"1","1"
"2",0,1,"1","female",41,19.5,"S",9.75,2,"0","4"
"2",0,1,"1","female",34,23,"S",11.5,2,"0","3"
"2",0,1,"0","male",28,33,"S",11,2,"0","3"
"2",0,1,"1","female",50,26,"S",13,2,"0","4"
"2",0,2,"1","female",7,26.25,"S",8.75,3,"1","1"
"2",0,2,"0","male",36.5,26,"S",8.66666666666667,3,"0","3"
"2",0,2,"1","female",33,26,"S",13,3,"0","3"
"2",0,2,"1","female",18,13,"S",13,3,"0","3"
"2",0,2,"1","male",1,37.0042,"C",18.5021,3,"1","1"
"2",0,2,"1","female",8,26.25,"S",8.75,3,"1","1"
"2",0,2,"1","female",24,14.5,"S",7.25,3,"0","3"
"2",0,2,"1","male",0.83,29,"S",14.5,3,"1","1"
"2",1,0,"0","male",42,27,"S",13.5,2,"0","4"
"2",1,0,"1","female",27,13.8583,"C",13.8583,2,"0","3"
"2",1,0,"0","male",25,26,"S",26,2,"0","3"
"2",1,0,"0","male",29,27.7208,"C",27.7208,2,"0","3"
"2",1,0,"0","male",34,26,"S",13,2,"0","3"
"2",1,0,"0","male",32.5,30.0708,"C",15.0354,2,"0","3"
"2",1,0,"0","male",54,26,"S",13,2,"0","4"
"2",1,0,"1","female",29,26,"S",26,2,"0","3"
"2",1,0,"1","female",28,26,"S",26,2,"0","3"
"2",1,0,"1","female",29,26,"S",26,2,"0","3"
"2",1,0,"0","male",34,21,"S",10.5,2,"0","3"
"2",1,0,"0","female",27,21,"S",10.5,2,"0","3"
"2",1,0,"1","female",28,24,"C",12,2,"0","3"
"2",1,0,"0","male",29,21,"S",10.5,2,"0","3"
"2",1,0,"1","female",19,26,"S",13,2,"0","3"
"2",1,0,"0","male",44,26,"S",26,2,"0","4"
"2",1,0,"0","male",34,21,"S",21,2,"0","3"
"2",1,0,"1","female",14,30.0708,"C",15.0354,2,"0","2"
"2",1,0,"1","female",42,26,"S",26,2,"0","4"
"2",1,0,"0","male",21,11.5,"S",11.5,2,"0","3"
"2",1,0,"1","female",24,26,"S",13,2,"0","3"
"2",1,0,"1","female",36,26,"S",26,2,"0","3"
"2",1,0,"0","male",37,26,"S",26,2,"0","3"
"2",1,0,"0","female",44,26,"S",13,2,"0","4"
"2",1,0,"0","male",30,24,"C",12,2,"0","3"
"2",1,0,"1","male",32,26,"S",13,2,"0","3"
"2",1,1,"1","male",2,26,"S",8.66666666666667,3,"1","1"
"2",1,1,"0","male",19,36.75,"S",18.375,3,"0","3"
"2",1,1,"1","female",45,26.25,"S",8.75,3,"0","4"
"2",1,1,"1","male",3,26,"S",8.66666666666667,3,"1","1"
"2",1,1,"1","male",0.83,18.75,"S",6.25,3,"1","1"
"2",1,1,"0","male",43,26.25,"S",8.75,3,"0","4"
"2",1,1,"1","female",34,32.5,"S",32.5,3,"0","3"
"2",1,1,"1","female",40,39,"S",19.5,3,"0","4"
"2",1,1,"1","male",8,36.75,"S",18.375,3,"1","1"
"2",1,1,"1","male",3,18.75,"S",6.25,3,"1","1"
"2",1,1,"1","female",25,30,"S",30,3,"0","3"
"2",1,1,"0","male",31,37.0042,"C",18.5021,3,"0","3"
"2",1,1,"1","female",31,26.25,"S",8.75,3,"0","3"
"2",1,1,"0","male",31,26.25,"S",8.75,3,"0","3"
"2",1,1,"0","male",60,39,"S",19.5,3,"0","5"
"2",1,1,"1","female",22,29,"S",14.5,3,"0","3"
"2",1,1,"0","female",26,26,"S",26,3,"0","3"
"2",1,1,"1","male",0.67,14.5,"S",7.25,3,"1","1"
"2",1,1,"1","female",2,26,"S",13,3,"1","1"
"2",1,1,"1","female",4,23,"S",23,3,"1","1"
"2",1,2,"1","female",24,65,"S",32.5,4,"0","3"
"2",1,2,"1","female",3,41.5792,"C",13.8597333333333,4,"1","1"
"2",1,2,"0","male",36,27.75,"S",9.25,4,"0","3"
"2",1,2,"1","female",22,41.5792,"C",13.8597333333333,4,"0","3"
"2",1,2,"1","female",48,65,"S",32.5,4,"0","4"
"2",1,2,"0","male",25,41.5792,"C",13.8597333333333,4,"0","3"
"2",1,2,"1","female",33,27.75,"S",9.25,4,"0","3"
"2",1,2,"1","female",5,27.75,"S",9.25,4,"1","1"
"2",1,3,"1","female",54,23,"S",23,5,"0","4"
"2",2,0,"0","male",32,73.5,"S",14.7,3,"0","3"
"2",2,0,"0","male",24,73.5,"S",14.7,3,"0","3"
"2",2,0,"0","male",21,73.5,"S",14.7,3,"0","3"
"2",2,1,"1","female",24,27,"S",13.5,4,"0","3"
"2",2,1,"1","male",1,39,"S",19.5,4,"1","1"
"2",2,1,"0","male",23,11.5,"S",11.5,4,"0","3"
"2",2,1,"1","female",4,39,"S",19.5,4,"1","1"
"2",2,3,"1","female",24,18.75,"S",6.25,6,"0","3"
"2",3,0,"1","female",30,21,"S",10.5,4,"0","3"
"3",0,0,"0","male",31,7.75,"Q",7.75,1,"0","3"
"3",0,0,"0","male",21,7.7333,"Q",7.7333,1,"0","3"
"3",0,0,"0","male",33,7.75,"Q",7.75,1,"0","3"
"3",0,0,"0","male",24,9.5,"S",9.5,1,"0","3"
"3",0,0,"0","male",28,9.5,"S",9.5,1,"0","3"
"3",0,0,"1","female",31,7.2292,"C",7.2292,1,"0","3"
"3",0,0,"0","male",51,8.05,"S",8.05,1,"0","4"
"3",0,0,"0","female",17,14.4583,"C",7.22915,1,"0","2"
"3",0,0,"1","male",27,8.6625,"S",8.6625,1,"0","3"
"3",0,0,"1","male",24,7.1417,"S",7.1417,1,"0","3"
"3",0,0,"0","male",36,7.8958,"S",7.8958,1,"0","3"
"3",0,0,"1","male",32,56.4958,"S",8.07082857142857,1,"0","3"
"3",0,0,"0","male",30,7.8958,"S",7.8958,1,"0","3"
"3",0,0,"1","female",19,7.8792,"Q",7.8792,1,"0","3"
"3",0,0,"0","male",28,7.8958,"S",7.8958,1,"0","3"
"3",0,0,"0","male",21,8.6625,"S",8.6625,1,"0","3"
"3",0,0,"0","male",34,6.4958,"S",6.4958,1,"0","3"
"3",0,0,"0","male",18,7.2292,"C",7.2292,1,"0","3"
"3",0,0,"1","female",45,7.75,"Q",7.75,1,"0","4"
"3",0,0,"0","male",30,7.2292,"C",7.2292,1,"0","3"
"3",0,0,"0","male",26,7.8958,"S",7.8958,1,"0","3"
"3",0,0,"1","female",16,7.8792,"Q",7.8792,1,"0","2"
"3",0,0,"1","female",18,7.4958,"S",7.4958,1,"0","3"
"3",0,0,"0","male",26,7.8875,"S",7.8875,1,"0","3"
"3",0,0,"0","male",45.5,7.225,"C",7.225,1,"0","4"
"3",0,0,"0","male",18,8.3,"S",8.3,1,"0","3"
"3",0,0,"1","male",39,56.4958,"S",8.07082857142857,1,"0","3"
